151	124.112900
152	128.124466
153	123.534546
154	130.075531
155	126.793213
156	123.698555
157	127.535767
158	125.897057
159	125.968658
160	123.190903
161	126.877914
162	127.681946
163	127.701096
164	127.404968
165	128.213989
166	129.456161
167	126.349449
168	124.183922
169	124.841438
170	125.286446
171	125.641495
172	125.422005
173	124.766388
174	122.732269
175	125.693703
176	124.179001
177	123.989685
178	121.729324
179	123.908386
180	123.605965
181	122.170692
182	123.461655
183	124.763969
184	122.862701
185	122.281151
186	120.395828
187	121.046577
188	122.019981
189	120.224236
190	123.896614
191	120.647919
192	123.437393
193	124.567490
194	124.848183
195	125.155830
196	125.888855
197	124.404182
198	122.552429
199	126.120827
200	126.092697
201	121.473984
202	121.464127
203	124.160591
204	123.906357
205	122.940910
206	125.267082
207	122.559425
208	124.260338
209	123.388695
210	125.570351
211	125.128822
212	124.408211
213	126.842461
214	124.962509
215	120.659065
216	123.621811
217	121.568436
218	122.302505
219	121.463661
220	123.556686
221	124.600121
222	121.818962
223	122.002548
224	121.541183
225	122.240768
226	123.124504
227	125.523880
228	126.445969
229	128.411865
230	122.870163
231	123.029236
232	121.314926
233	124.106537
234	123.275955
235	124.070389
236	123.996254
237	124.505173
238	120.042503
239	125.157890
240	122.320656
241	122.438133
242	122.675270
243	124.989853
244	123.387383
245	122.078911
246	122.136230
247	120.335762
248	121.874580
249	122.042137
250	117.882645
251	119.732796
252	123.652641
253	122.662033
254	126.570511
255	123.410194
256	123.939674
257	125.626213
258	123.100212
259	121.886215
260	126.682976
261	124.969528
262	124.258057
263	125.445374
264	121.040298
265	125.286392
266	126.464630
267	126.316917
268	121.434219
269	126.872856
270	126.176262
271	125.595490
272	119.233749
273	125.479050
274	125.865990
275	122.555107
276	120.184799
277	121.653610
278	117.302597
279	118.090897
280	119.796707
281	121.284966
282	121.004013
283	121.714424
284	121.315079
285	118.508835
286	118.340500
287	118.317017
288	121.135124
289	125.325615
290	127.734474
291	124.427567
292	123.383995
293	122.187248
294	124.250633
295	127.769432
296	121.997452
297	123.710052
298	127.897903
299	128.754898
300	125.127022
301	125.860046
302	126.590576
303	125.852234
304	124.991920
305	124.912506
306	124.661736
307	126.320236
308	128.144058
309	123.515747
310	123.014717
311	125.798836
312	126.205605
313	122.711136
314	121.705437
315	126.005890
316	124.410202
317	126.807617
318	127.567062
319	127.301544
320	126.493126
321	125.673691
322	129.683060
323	120.168434
324	127.870529
325	125.391991
326	125.687836
327	125.626717
328	125.117851
329	126.925461
330	129.294449
331	126.431732
332	127.969063
333	124.597542
334	126.374512
335	128.640686
336	125.486435
337	125.522346
338	127.117538
339	124.967453
340	122.141800
341	123.873405
342	127.540833
343	125.359123
344	126.192253
345	123.688431
346	125.933693
347	127.893723
348	124.927727
349	126.571526
350	129.442444
351	121.731651
352	122.462151
353	128.971069
354	126.106331
355	126.118828
356	128.534973
357	123.974052
358	125.630966
359	125.512108
360	125.635307
361	126.489891
362	124.282181
363	123.184128
364	124.010887
365	123.298851
366	120.580910
367	124.031540
368	124.799919
369	121.392487
370	122.342789
371	124.533966
372	123.904602
373	119.806572
374	122.457947
375	123.579842
376	122.583633
377	127.267494
378	122.410225
379	123.508400
380	126.915352
381	126.143814
382	128.598297
383	125.864662
384	123.782562
385	125.400200
386	125.495972
387	125.962173
388	126.511879
389	124.949417
390	124.153252
391	124.327560
392	126.800827
393	128.960159
394	126.586357
395	126.104156
396	126.732712
397	126.837257
398	126.773598
399	126.286827
400	125.839806
401	126.391655
402	125.375404
403	126.308601
404	125.916565
405	126.409248
406	122.891960
407	123.288399
408	124.805893
409	131.436859
410	124.051292
411	122.520767
412	124.580139
413	122.884705
414	126.421188
415	121.594154
416	125.260315
417	120.929924
418	124.475525
419	121.853294
420	122.379738
421	127.041618
422	128.394257
423	125.049034
424	125.171295
425	128.130234
426	124.662621
427	127.601868
428	129.773071
429	128.747177
430	125.962692
